"score","text","class"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
8,"selamat hari raya idul fitri h runers minal aidzin wal faidzin mohon maaf lahir dan batin salam hangat untuk keluarga rumah ","Positive"
5,"selamat hari raya idul fitri h pacar heeseung izin ucap minal aidin wal faizin mohon maaf lahir dan batin","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri fams coba kalian lihat siapa saja di video ini ","Positive"
1,"kapolres pasuruan serta staf jajar mengucapkanselamat hari raya idul fitri syawal h taqabballah minna wa minkum minal aidin wal faidzin mohon maaf lahit batin ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pantun dan ucap lebaran selamat hari raya idul fitri baru ","Positive"
-5," komisaris sontoloyo moment idul fitri saja masih sebar ujar benci jasmevmurtadin ","Negative"
4,"rt kalimat yang ucap rasul ketika idul fitri kalimat yang sering kita pakai ketika hari raya itu telah ajar ju","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," selamat idul fitri syekh ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
-6,"hari ini idul fitri tapi aku enggak soal lagi dapat mbak enggak ayah enggak juga enggak ada yang nemenin terus tengah an rumah om josep bakar gara komputer gadimatiin yang sambung sama solar panel gua panik banget mikir dokumen kucing harus dibawaalhamdulillah enggak nyebar api","Negative"
5," h kakak chita selamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin buat kak chita dan teman ","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir dan bathin","Positive"
5," selamat hari raya idul fitri mohon maaf lahir dan batin mythia","Positive"
5,"saya krisyanto yen oni serta keluarga ucap selamat raya hari kemenanganidul fitri syawal hijriahminal aidin wal faidzin mohon maaf lahir dan batin idulfitri h idulfitri idulfitri idulfitri hijriah idulfitri h idulfitri ","Positive"
3," enggih pak kyai ubaidullah sdq sami sami lepate kulo jasad laku l lisan nyuwun agung samudero panganpuntene tumindak olo ing dunyo sugeng riyadi selamet idul fitri hijriyah ugi gusti allah ridho ","Positive"
4," taqabal ya karim selamat hari raya idul fitri","Positive"
0,"hari raya idul fitri di indonesia sering sebut hari lbaran karena memang banyak yang jadi lbaran di hari itu","Neutral"
5,"selamat hari raya idul fitri h untuk teman yang raya mohon maaf lahir bathin ","Positive"
12,"selamat hari raya idul fitri h lebaran tahun ini kita wajib patuh protokol sehat dengan laksana sama dan tetap waspada karena covid belum penuh hilang tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitri semua bagi yang merayakannn","Positive"
12," selamat idul fitri syawal h mohon maaf lahir dan bathin ikhlas untuk maaf adalah hal yang mulia iring gema takbir yang kumandang moga kita masuk orang orang yang kembali suci oleh menang dan terima amal oleh allah swt amin","Positive"
1,"shalat idul fitri pertama di jis netizen bilang mirip mekah beritaislam","Positive"
1," mohon maaf ini sudah beberapa kali idul fitri belum ada lagi yang ngeremake biar video ini ada tanding begitu","Positive"
4,"selamat hari raya idul fitri ","Positive"
0,"rt tim sosmed brand mau ngepost ucap idul fitri ","Neutral"
0,"idul fitri hari ini tabur bigwin","Neutral"
13,"lebaran penuh berkah sholat idul fitri sudah bisa laku di masjid dan lapang tetapi tetap wajib hati protokol sehat covid dengan ketat serta indah tentu yang berlaku selalu laksana sama jangan lupa ya tetapprokessaatlebaran ","Positive"
9," halo ayankkkk selamat hari raya idul fitri ingat kita harus saling maaf karena kalo saling cinta aku yakin kamu enggak mau ","Positive"
0,"selamat hari raya idul fitri semuanyaaa maaf kalo aku ada salah ya","Neutral"
4," wkwk selamat hari raya idul fitri juga ya ","Positive"
3,"rt story wa spesial idul fitri buat warga hwsindonesia ","Positive"
5,"selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon maaf lahir dan bathin ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir dan batin ","Positive"
5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin semua ","Positive"
8,"selamat idul fitri hteman teman twitter mohon maaf lahir dan batin atas laku guna akun ini ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
9,"selamat hari raya idul fitri mohon maaf lahir dan batin salam toleransi ","Positive"
9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh tetapprokessaatlebaranbersama laksana sama ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt pnib kado idul fitri rakyat harap pemerintah bubar pks apa agar tak jadi wadah bagi fpi hti bangkit m","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1,"rt anies baswedan sampai sambut jelang shalat idul fitri di jakarta international stadium jis klik youtube tonton dan si","Positive"
13,"rt moga allah swt meridhai ibadah ramadhan kita rahmat kehiduoan kita dan selalu berik barokah dan manfaat sep","Positive"
0,"rt astroid team mengucapkanhappy eid mubarak untuk semua aroha indonesia yang merayakannyaselamat hari raya idul fitri ","Neutral"
-1,"salah satu hal yang identik saat raya hari raya idul fitri adalah maka baju baru ikut ini tips pilih baju lebaran yang cocok untuk bunda dan keluarga ","Negative"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," idul fitri h pimpin dan sivitas akademika fakultas ilmu komunikasi ucap selamat hari raya idul fitri h taqabbalallahu minna wa minkum mohon maaf lahir dan bathin moga allah selalu bimbing dan terang langkah kita idulfitri h ","Positive"
5,"selamat hari raya idul fitri bagi teman teman yang raya ya mohon maaf lahir dan batin i hope you all have a great eid spending time with your loved ones","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"rt halo semua hubung besok adalah hari raya idul fitri sini naow mau minta maaf sama kalian naow minta maaf jika ada si","Neutral"
4," done selamat hari raya idul fitri kakak chita","Positive"
5,"rt selamat hari raya idul fitri syawal h mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
17,"sempurna hari penuh menang ini dengan jaga silaturahim selamat hari raya idul fitri h mohon maaf lahir dan batin idulfitri eidmubarak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0," selamat hari raya idul fitrieid mubarakkk mitiiiiimohan maaf lahir batin ya maaf kalo mungkin ada salah ","Neutral"
12,"rt satu langkah teguh hati raih menang untuk maslahat bangsa selamat hari raya idul fitri hijriah moho","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"di hari raya idul fitri ini saya ingat kasus denny siregar bagaimana kabar kembang ada maju bagiamana kembang proses apa kabar kasus denny siregar di polda metro jaya","Positive"
4,"selamat hari raya idul fitri untuk yang raya","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1," syawal hselamat idul fitri mohon maaf lahir dan batin ","Positive"
4,"selamat hari raya idul fitri semua ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5," selamat raya hari raya idul fitri semua juga mohon maaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4," selamat hari raya idul fitri bang eidmubarak ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri untuk yang raya di linimasa have a blessed one ","Positive"
15,"alenka mau ucap selamat hari idul fitri syawal hsemoga kita semua terus bahagia dan penuh berkah baik wahoo ","Positive"
5,"minal aidzin wal faidzin selamat hari raya idul fitri semua mohon maaf lahir dan batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin idulfitri idulfitri h eidalfitr","Positive"
5," selamat hari raya idul fitri mohon maaf lahir dan batin mohonmaaflahirbatin partaihanuramohonmaaflahirbathin","Positive"
1,"selamaat had raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin everyone ","Positive"
0,"salam idul fitri h from the diposoemartos eidalfitr idulfitri lebaran ","Neutral"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir dan batin semua","Positive"
4,"selamat hari raya idul fitri h minal aidzin wal faidzin eidmubarak ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4,"rt selamat hari raya idul fitri syawal hijriyahmohon maaf lahir dan bathin cess ewakopsm idulfitri h htt","Positive"
0,"rt berkah shalat idul fitri di jis hotelfully booked ","Neutral"
4,"rt baru selesai sholat eid selamat idul fitri semua ","Positive"
4," selamat hari raya idul fitri","Positive"
4,"selamat hari raya idul fitri buat semua yang raya ","Positive"
5," selamat idul fitri mohon maaf lahir batin ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
1," matur nuwun mbakayune kulo engah ngaturaken doyo kalepatan kawulo sae ingkang kulo sengojo utawi ingkang mboten kulo sengojo mugi lineburna ing dinten riyadi idul fitri meniko sugeng riyadi idul fitri sawal h mohon maaf lahir dan batin ","Positive"
5," selamat siang selamat hari raya idul fitri hijriah mohon maaf lahir dan batin ","Positive"
8," minal aidin wal faidin mohon maaf lahir dan bathin selamat hari raya idul fitri h buat pak presiden r wakil presiden r","Positive"
5,"rt assalamualaikum wr wb kepala bp mi bapak benny rhamdani ucap selamat hari raya idul fitri h mohon maaf lahir ","Positive"
8,"selamat hari raya idul fitri bagi yang raya dan selamat hari didik nasional moga saya terima jadi pns biar kagak sambung moga hari bahagia ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
13,"lebaran penuh berkah sholat idul fitri sudah bisa laku di masjid dan lapang tetapi tetap wajib hati protokol sehat covid dengan ketat serta indah tentu yang berlaku selalu laksana sama jangan lupa ya tetapprokessaatlebaran ","Positive"
-1,"rt laksana solat ied dan beri remisi khusus hari raya idul fitri h di lapas kelas iia magelang lapasmagela","Negative"
5," selamat hari raya idul fitri beb mohon maaf lahir batin ya ","Positive"
9,"aman dan ayan dalam rangka ibadah sholat idul fitri di masjid al irsyad desa basule c lasolo ","Positive"
4," pagisiangsoremalam bismillah wish i luck selamat haari raya idul fitri maaf saya lahir dan batin ya saranghae nctdream shopeeidxnctdream bigramadansaletvshow miminonglitchmode yang banyaaak ","Positive"
4,"selamat hari raya idul fitri h mtaqabbalallahu minna wa minkum shiyamana wa shiyamakummohon maaf lahir dan batin ","Positive"
